customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,Cluster,PC1,PC2
3785-KTYSH,Male,No,No,No,53,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.6,1279.0,No,49-60,2,-0.6659997985493756,-1.866410530134141
6814-ZPWFQ,Male,Yes,No,No,51,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),25.0,1260.7,No,49-60,2,-0.5721498440442118,-1.5761250372095328
4063-EIKNQ,Male,No,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.95,267.35,No,0-12,2,-1.8635515481998175,-0.8558443013399825
6993-YCOBK,Male,No,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.6,6586.85,No,49-60,0,2.8588476048561815,0.311363112820628
5206-HPJKM,Male,No,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,934.15,No,13-24,3,-0.9883593185615249,0.2474913445025725
7587-RZNME,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.3,123.65,Yes,0-12,3,-1.7618723765997686,0.5936140188433242
0748-RDGGM,Male,No,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.5,7534.65,Yes,61-72,0,3.304232592274863,0.05687697620393398
8393-JMVMB,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.45,19.45,No,0-12,2,-2.464401606723638,-0.45420230360075
5019-GQVCR,Male,Yes,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,3645.6,No,25-48,1,0.9325828373406309,1.0639377628235935
6036-TTFYU,Female,No,Yes,No,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.6,314.45,No,13-24,2,-1.9416425811223583,-0.8594895623662753
2550-AEVRU,Female,No,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,53.45,3053.0,No,49-60,0,0.6312835976707678,-1.0978544962256276
0969-RGKCU,Male,No,Yes,Yes,37,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.8,677.05,No,25-48,2,-1.020395498672243,-1.7478776753595138
0378-CJKPV,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.1,7965.95,No,61-72,0,3.4918616752618967,-0.26314044595468566
4706-AXVKM,Female,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.8,906.85,Yes,0-12,1,-0.4645124961198506,1.4334665796986081
5889-JTMUL,Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.05,4888.7,Yes,49-60,0,1.7006126849879677,0.9756130210160404
9026-RNUJS,Male,Yes,No,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.35,237.25,Yes,0-12,3,-1.6118334604636677,0.6001469905804352
3746-EUBYR,Male,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,74.6,Yes,0-12,1,-0.986656363389891,1.2408451111423615
2332-EFBJY,Male,No,No,No,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.7,342.4,Yes,13-24,2,-1.9785928608899694,-0.5603726668878894
2880-FPNAE,Male,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.2,140.1,No,0-12,1,-0.9791266524398994,1.5951140409507174
1703-MGIAB,Female,No,No,No,17,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.0,1108.0,No,13-24,3,-0.8849031152492333,0.4910856858593502
4311-QTTAI,Female,No,No,No,16,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.35,295.55,No,13-24,2,-1.722125605090527,-1.0998812064175736
9474-PHLYD,Female,No,No,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,892.65,Yes,13-24,3,-1.0367794187494679,0.6629348623056288
4318-RAJVY,Female,No,No,No,10,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.8,198.25,No,0-12,2,-1.9604748027928793,-0.8143292445424968
2165-VOEGB,Female,No,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4822.85,Yes,25-48,0,1.873534930132871,0.48186161502601055
3612-YUNGG,Male,No,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.2,6741.15,No,61-72,0,3.0216581193609042,-0.09484578324537626
2254-DLXRI,Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.15,79.15,No,0-12,1,-1.1860946510174792,1.432550394265209
5062-CJJKH,Male,No,Yes,Yes,25,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,53.65,1355.45,No,25-48,3,-0.6294591785395767,-0.7664849589565569
9028-LIHRP,Male,No,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),100.2,7209.0,No,61-72,0,3.09534642106633,-0.5891478340551758
2219-MVUSO,Male,No,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.15,438.4,Yes,0-12,3,-1.637600093376956,0.21374590683492325
1053-MXTTK,Female,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.65,7726.35,No,61-72,0,3.462100404341739,-0.2773633577065549
1530-ZTDOZ,Female,No,Yes,No,49,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,No,49-60,3,-0.16212461420560584,-0.960367719903015
1301-LOPVR,Male,No,Yes,Yes,29,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),55.35,1636.95,No,25-48,3,-0.21591108958626137,-0.625485688001914
0853-TWRVK,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),105.6,7581.5,No,61-72,0,3.287238354183778,-0.3742002236367348
8914-RBTSB,Male,No,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.8,3019.5,Yes,25-48,1,0.6527616416427195,1.0937638776472325
6212-ATMLK,Female,No,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4729.75,No,49-60,0,1.5212669224928326,1.0278860281854687
8200-LGKSR,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,83.2,6126.1,No,61-72,0,2.2833317828383315,-0.8720844323320036
1568-BEKZM,Male,Yes,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.05,6333.4,No,61-72,0,2.5132966491656417,-0.9404118270933007
0670-ANMUU,Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),97.65,6687.85,No,61-72,0,2.723457020335798,-0.22725372584706902
6897-RWMUB,Male,No,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),68.05,4158.25,No,61-72,0,1.4314263301483352,-1.1797584513509325
0963-ZBDRN,Male,No,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,Yes,25-48,1,0.7109924397861725,1.4151660938974941
7594-RQHXR,Female,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,79.6,Yes,0-12,1,-1.05867358914821,1.6206728248454731
6999-CHVCF,Male,No,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),102.1,7149.35,No,61-72,0,2.98010954177488,-0.05781890368096129
6134-KWTBV,Male,No,No,No,62,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.4,1429.65,No,61-72,2,-0.2893340556447262,-2.0429124000598398
1077-HUUJM,Female,No,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,472.65,No,0-12,1,-0.9532700011162731,1.3322059334605212
6331-EWIEB,Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.25,1734.5,Yes,13-24,1,-0.12084442815237088,1.4659771547194684
0895-LNKRC,Male,No,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.45,113.5,No,0-12,2,-2.009796801128494,-1.1772255395269158
2045-BMBTJ,Female,Yes,No,No,33,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.45,1884.65,No,25-48,3,-0.281368336995107,0.09124105229936916
8417-GSODA,Male,No,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),92.2,2568.15,No,25-48,1,0.7029941334361312,0.3289261674682157
5171-EPLKN,Male,No,No,No,27,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.85,470.0,No,25-48,2,-1.3727550756623712,-1.4396827297209616
4452-QIIEB,Male,No,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.9,278.4,No,0-12,3,-1.7901080832100367,0.03609842191296861
5998-VVEJY,Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,2088.8,Yes,25-48,1,0.0331649737865161,1.2524037129491052
1624-NALOJ,Male,Yes,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,502.6,Yes,0-12,1,-0.6836216364196296,1.9537453250603611
6741-EGCBI,Male,Yes,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.5,2595.85,No,25-48,1,0.5036714166099663,1.144028068449067
7820-ZYGNY,Male,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),90.45,5825.5,No,61-72,0,2.1990887023431127,-0.19435332088577556
4317-VTEOA,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.75,50.75,Yes,0-12,3,-1.709141302566028,0.7774737603700388
9677-AVKED,Female,No,No,Yes,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,84.6,4449.75,No,49-60,0,1.3704964233823016,-0.1599919273193444
1670-SVOWZ,Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.65,1208.35,Yes,13-24,1,-0.13916124266511049,1.1208631270044596
2227-JRSJX,Female,No,No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.15,1956.4,No,13-24,1,0.23745037901312788,1.4150511288983494
9847-HNVGP,Male,No,No,No,17,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.95,310.6,No,13-24,2,-1.842214761753001,-1.120915140740907
6696-YDAYZ,Male,No,Yes,Yes,16,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.5,290.55,No,13-24,2,-1.6728277704236048,-1.487860491185662
8980-WQFWL,Female,No,No,No,35,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.1,2096.1,No,25-48,3,-0.2286965530993929,0.3093701609000328
1730-ZMAME,Female,Yes,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.5,2665.0,No,25-48,1,0.339293842465854,1.1917704677141676
6506-EYCNH,Female,No,Yes,Yes,28,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.55,543.8,No,25-48,2,-1.372939575925735,-1.0298672007206815
4634-JLRJT,Female,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.35,20.35,No,0-12,2,-2.383034664003691,-0.2603160629540746
9501-UKKNL,Male,No,No,No,59,No,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.7,3005.8,No,49-60,3,0.38131744260435807,-0.36361070349136204
2560-QTSBS,Female,No,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),23.3,1623.15,No,61-72,2,0.12556981978982734,-2.17526501081072
7541-YLXCL,Male,No,No,No,36,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,65.4,2498.4,Yes,25-48,3,0.042214864640354996,-0.3418729761779168
4795-WRNVT,Female,No,No,No,40,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,65.1,2586.0,No,25-48,3,-0.10513478195438387,-0.22952530463096318
6080-TCMYC,Male,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.2,3292.3,No,25-48,1,0.8140473431833477,0.7160284320224373
0260-ZDLGK,Female,No,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.9,651.4,Yes,0-12,3,-1.1037153356420808,0.5933918827504691
7860-UXCRM,Male,No,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),74.5,4674.55,No,61-72,0,1.6480510122635184,-1.286928852799687
6357-JJPQT,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.5,232.35,No,0-12,1,-0.979146787354649,1.7314910190709512
2292-XQWSV,Male,No,Yes,Yes,40,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,60.3,2448.5,No,25-48,3,0.102022277676608,-0.9464659729675666
9552-TGUZV,Male,No,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,658.1,No,0-12,1,-0.8256190882175374,1.0842189416885513
5913-INRQV,Male,Yes,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,90.15,3128.8,No,25-48,0,0.8098731295418213,0.3650267294512899
8722-NGNBH,Male,No,No,No,5,No,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,40.0,223.45,Yes,0-12,3,-1.909582414996972,-0.0009840097133310965
6210-KBBPI,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,919.4,Yes,0-12,1,-0.2757769630272873,1.754757571328419
9643-YBLUR,Male,No,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.05,653.95,No,0-12,3,-0.9146308309724311,0.5454764301605537
8734-FNWVH,Male,No,Yes,Yes,31,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.7,1825.5,No,25-48,3,-0.30309373286924385,-0.3841933899379652
9447-YPTBX,Female,No,Yes,No,50,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.85,943.1,No,49-60,2,-0.6139019079599304,-1.6801014922555269
0133-BMFZO,Female,No,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.25,181.65,Yes,0-12,1,-0.9251107086667009,1.8631510679244074
6128-CZOMY,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,0-12,3,-1.7901586996987175,0.6785663845876855
9540-JYROE,Male,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,551.35,Yes,0-12,1,-1.0449147980329005,1.1135868037106995
9026-LHEVG,Female,No,No,No,9,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,40.75,359.4,No,0-12,3,-1.6733572764568847,0.2496735485815014
2260-USTRB,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.2,115.95,Yes,0-12,1,-1.1032548954645616,1.3435521050249695
3656-TKRVZ,Female,No,No,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.35,165.2,Yes,0-12,3,-1.629365379881356,0.6500445303577445
7011-CVEUC,Male,No,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.7,2338.35,No,25-48,1,0.48619628758044603,1.1371741589065194
6185-TASNN,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,46.3,No,0-12,3,-1.8146477733247681,0.6010952098166426
7925-PNRGI,Female,No,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,81.3,3541.1,No,25-48,0,0.6536922157947825,-0.2908509391441836
8623-TMRBY,Male,Yes,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.2,4146.05,Yes,49-60,0,1.3678500634205795,0.6324803438286716
1552-CZCLL,Female,No,Yes,Yes,55,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.0,1087.25,No,49-60,2,-0.6998360419254903,-1.7182772804183022
3038-PQIUY,Female,No,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.15,2522.4,No,25-48,3,0.07574900835405181,0.024270538679623116
1501-SGHBW,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.85,81.0,Yes,0-12,3,-1.9227540313904006,0.17231651626092395
9313-CDOGY,Male,No,Yes,Yes,38,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.6,717.3,No,25-48,2,-1.2325137019213785,-1.0997057649652011
8148-BPLZQ,Male,No,No,No,34,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1734.2,No,25-48,3,-0.5424201467297519,0.09922767660487944
2623-DRYAM,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.75,7069.3,No,61-72,0,2.9963553315707814,0.21554196023399383
9987-LUTYD,Female,No,No,No,13,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.15,742.9,No,13-24,3,-1.1692619621639257,-0.24113231523040782
3208-YPIOE,Male,No,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,3017.65,Yes,25-48,1,0.4230324675329972,0.7066095735499617
4488-KQFDT,Female,No,No,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,6423.0,No,61-72,0,2.5434165833110702,0.5650124514073106
2612-RANWT,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.15,1164.3,Yes,0-12,1,-0.16121037160805507,1.623790203929605
5693-PIPCS,Male,No,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.65,4220.35,No,25-48,0,1.5432063259704278,0.4737483862420194
0491-KAPQG,Male,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.7,1558.7,No,13-24,1,-0.3280156316458848,1.2280467850887828
1925-LFCZZ,Male,Yes,No,No,55,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),50.05,2743.45,No,49-60,3,0.47340587509901216,-0.8950729309937949
8039-EQPIM,Male,No,Yes,No,69,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.25,4055.5,No,61-72,0,1.3676974669517266,-1.5184961023871677
6900-PXRMS,Male,Yes,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.75,2710.25,Yes,25-48,1,0.6977006483520947,1.3789489574450111
8707-RMEZH,Female,Yes,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),87.3,6055.55,No,61-72,0,2.4892933544426725,-0.4085289106944096
3346-BRMIS,Female,Yes,Yes,No,18,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.35,810.7,Yes,13-24,3,-1.0220165555448368,0.3588123480562021
3209-ZPKFI,Male,No,Yes,Yes,47,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.25,2538.2,No,25-48,3,0.09780744918970243,-0.5109445403843955
6479-VDGRK,Female,No,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,6129.2,No,61-72,0,2.417112953070518,-1.2807820780627406
9373-WSLOY,Male,Yes,Yes,No,33,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.0,1750.85,No,25-48,3,-0.41084094207246163,0.08602661790913266
2933-FILNV,Female,No,Yes,Yes,2,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.4,36.55,Yes,0-12,3,-2.0693352215078606,-0.3228803677544192
3569-JFODW,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.95,6652.45,No,61-72,0,2.646830238222595,-1.1901379296262904
9819-FBNSV,Male,Yes,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.25,2575.45,No,25-48,1,0.4814976881226743,0.5430808296041221
9544-PYPSJ,Female,Yes,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.1,6019.35,No,61-72,0,2.3653042278717433,0.3062873280691717
1591-XWLGB,Female,No,Yes,No,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.85,1379.6,No,61-72,2,-0.05302020293639127,-2.403359976792454
0396-UKGAI,Male,No,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1284.2,No,13-24,3,-0.7412591907262897,-0.00798795294425475
3243-ZHOHY,Female,No,No,No,16,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.1,296.15,No,13-24,2,-1.8655723404185496,-1.099037322477719
5186-EJEGL,Male,No,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.5,653.25,No,0-12,3,-1.1764255516481288,0.6620598812695888
7527-QNRUS,Male,No,Yes,Yes,17,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,25.15,412.6,No,13-24,2,-1.477736612933125,-1.2431107771919148
9986-BONCE,Female,No,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.95,85.5,Yes,0-12,2,-2.1992040455017055,-0.46453722320331936
2722-JMONI,Female,Yes,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,49.55,Yes,0-12,3,-1.5826434116025625,0.7190269190588282
2203-GHNWN,Female,No,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,1928.7,No,13-24,1,-0.05457936755530904,0.8418386967278476
3878-AVSOQ,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.25,71.25,No,0-12,1,-1.1792144129038082,1.6798452535846797
3258-SYSWS,Male,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.8,7845.8,No,61-72,0,3.4072323268741918,-0.01449726517317354
5296-PSYVW,Female,No,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,24.55,1750.7,No,61-72,2,0.0894180540805458,-2.04063798439219
6319-QSUSR,Female,No,No,Yes,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.7,216.2,No,0-12,2,-2.0135991705633316,-0.7615117192733992
4083-EUGRJ,Male,No,No,No,9,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,178.5,Yes,0-12,2,-2.2343133803968662,-0.5916044370094005
7579-OOPEC,Female,Yes,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.15,115.1,Yes,0-12,3,-1.5453286279971168,0.23340118002415453
0512-FLFDW,Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.5,6029.0,No,49-60,0,2.559721693825294,0.19203775378995894
1771-OADNZ,Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.9,2745.2,Yes,25-48,1,0.665643711401656,1.4421735155070619
0487-CRLZF,Female,No,No,No,49,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.45,3721.9,No,49-60,0,1.0168081713077657,-0.5641991482449833
2107-FBPTK,Female,Yes,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,3121.1,No,25-48,1,0.8059323281810566,1.6938222212746485
9451-WLYRI,Female,No,Yes,No,53,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.05,990.45,No,49-60,2,-0.6183497192573588,-1.9334367248102804
8219-VYBVI,Male,No,No,Yes,39,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.0,1004.35,No,25-48,2,-1.0193885187250495,-1.7258554766304341
1991-VOPLL,Female,No,No,No,9,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.05,157.65,No,0-12,2,-2.2588072201738667,-0.6143236246041069
9738-QLWTP,Male,No,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,81.9,3219.75,No,25-48,1,0.7693210544397598,0.45877196038628176
